gx,gy,gz,acx,acy,acz,time,,,,,,,,,,,,,,,,,,,
27.89,12.39,-0.49,0.19,-0.94,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
66.04,-110.84,-31.92,-0.04,-1.13,0.61,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
20.45,-6.77,-18.8,-0.03,-0.82,0.25,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-22.52,106.14,-45.65,0,-0.91,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
6.65,144.35,-0.98,0.29,-0.8,0.32,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
43.58,-59.27,-22.16,0.16,-0.9,0.52,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
2.56,-35.77,-19.04,-0.04,-1.11,0.55,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-46.02,56.21,45.1,0.14,-0.84,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-54.38,-16.05,-11.84,0.16,-0.96,0.27,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-5.37,60.67,39.43,0.14,-0.86,0.25,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
38.02,-51.15,-7.45,0.19,-0.96,0.37,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-9.46,12.94,-5.92,-0.08,-0.9,0.26,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-31.68,175.48,-37.78,0.13,-0.72,0.23,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
34.42,-35.83,-38.7,0.34,-0.83,0.39,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
16.97,-21.42,-1.1,0,-1.34,0.56,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-28.63,-7.75,70.86,0.16,-0.9,0.32,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-40.77,-86.49,1.4,0.15,-0.97,0.28,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-28.56,42.36,34.85,0.06,-0.84,0.18,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
24.05,14.71,1.28,0.22,-0.96,0.29,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
23.68,-83.5,0,-0.1,-0.82,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-30.52,116.21,-20.63,0.03,-0.81,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
2.75,62.19,-7.51,0.25,-0.78,0.32,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
40.22,-59.63,-33.45,0.2,-0.92,0.48,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
10.8,-58.72,-19.96,-0.04,-1.23,0.58,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-40.16,12.51,56.15,0.19,-0.99,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-47.55,-28.99,14.1,0.04,-0.81,0.2,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-7.39,66.47,47.91,0.12,-0.97,0.22,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
67.87,-68.3,-43.03,0.12,-1.23,0.56,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
23.25,-37.6,-28.2,-0.16,-0.69,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-24.84,122.01,-54.14,0.09,-0.9,0.39,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-2.5,129.21,-26.73,0.25,-0.79,0.27,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
48.77,-75.74,-14.71,0.23,-1.13,0.46,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-18.37,6.53,37.96,-0.01,-0.74,0.39,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-56.64,-0.18,46.51,0.2,-1.11,0.37,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-60.49,16.48,29.3,0.03,-0.83,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-6.04,51.45,4.21,0.19,-0.9,0.22,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
54.08,-61.58,-68.85,0.2,-1.05,0.42,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
59.69,-123.47,-63.48,-0.03,-0.68,0.58,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-23.68,45.84,0.67,-0.04,-0.99,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-21.12,147.83,28.44,0.2,-0.73,0.28,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
29.05,-34.24,2.56,0.23,-0.79,0.4,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-12.08,10.38,24.23,0.06,-0.69,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-30.64,-83.74,-15.87,0.19,-1.01,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-11.41,114.81,49.44,0.12,-0.98,0.2,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
41.44,-72.27,-6.23,0.25,-1.09,0.45,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
23.07,-67.44,-15.75,-0.25,-0.59,0.55,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-23.68,71.72,-32.04,0.08,-1.06,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
27.65,-10.62,-10.68,0.17,-0.76,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-1.59,-37.05,24.41,-0.07,-0.78,0.45,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-59.57,-12.08,8.24,0.08,-0.93,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-19.23,52.92,36.32,0.14,-0.82,0.26,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
70.74,-103.33,-63.05,0.13,-1.34,0.54,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
8.24,11.29,-4.21,-0.02,-1.02,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-28.2,131.04,-3.6,0.06,-0.81,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
11.05,-8.67,16.85,0.13,-0.8,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
33.39,-38.27,-9.34,0.13,-1.06,0.5,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-2.93,-27.83,-16.11,0,-0.98,0.48,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-28.99,-39.79,10.8,-0.01,-0.78,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
3.17,73,40.89,0.19,-0.95,0.22,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
62.56,-170.9,31.31,0.14,-1.16,0.77,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-40.1,26.61,-6.1,-0.01,-0.98,0.36,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-68.6,110.96,-10.31,-0.01,-0.96,0.36,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
20.14,4.7,-13.12,0.22,-0.7,0.25,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
72.69,-153.56,-74.04,0.26,-1.13,0.64,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
8.79,-20.94,-2.2,-0.1,-0.89,0.56,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-42.05,14.28,39.12,0.25,-0.89,0.36,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-61.34,-22.83,33.39,0.08,-1.03,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
78.12,-150.33,-0.49,0.31,-0.94,0.28,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-37.54,-9.03,-31.01,-0.03,-0.86,0.26,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
34,3.78,1.77,0.34,-0.85,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
30.76,-114.56,62.26,-0.04,-0.98,0.48,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-15.5,-64.76,33.26,0.07,-0.84,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-31.37,-23.99,0.06,0.11,-0.92,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-13.79,-40.53,-3.23,0.18,-0.99,0.24,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
17.64,-16.78,19.29,0.18,-0.87,0.24,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
49.44,-110.35,52.61,0.18,-0.98,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
25.15,-102.91,69.58,0.03,-0.99,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-5.19,-38.33,38.15,0.05,-1,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-3.48,-1.53,-6.71,0.12,-0.88,0.37,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-13.85,12.15,-51.21,0.06,-0.94,0.32,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-5.68,81.85,-15.5,0.15,-0.95,0.27,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
21.67,16.91,21.06,0.09,-0.9,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
12.45,33.87,-3.05,-0.06,-0.79,0.52,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
30.15,-22.16,-68.12,0.15,-0.94,0.52,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-0.55,5.19,-55.97,0.14,-1.27,0.53,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-37.05,10.8,57.92,0.13,-0.82,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-46.51,-49.62,57.68,0.1,-1.04,0.24,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-21.73,41.08,83.37,0.09,-0.8,0.22,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
20.45,-11.17,45.04,0.17,-0.9,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
65.25,-99.85,-52.8,0.12,-1.15,0.47,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
25.7,-28.02,-40.41,-0.16,-0.61,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-24.41,77.03,-52.55,0.04,-1.03,0.42,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-12.45,150.51,-5.68,0.18,-0.71,0.25,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
31.25,-55.18,-2.69,0.19,-0.71,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
43.52,-68.97,-18.49,0.16,-1.41,0.66,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-22.58,-21.79,46.81,-0.07,-0.83,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-55.05,36.19,69.15,0.18,-1.1,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-55.18,7.69,28.93,0.05,-0.84,0.26,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-25.45,29.05,25.39,0.08,-0.86,0.27,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
27.4,-5.8,-49.74,0.14,-0.96,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
71.04,-52,-96.98,0.11,-0.85,0.57,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
34.48,-38.15,-37.41,-0.11,-1.02,0.39,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-0.79,123.6,-9.83,0.18,-0.73,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
27.59,-31.13,0,0.17,-0.75,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
23.93,-66.16,11.96,0.11,-1.33,0.58,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-44.8,-21.36,62.44,-0.01,-0.93,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-63.35,10.01,92.59,0.13,-1.08,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-51.03,-30.94,31.25,0.03,-0.82,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-1.46,43.33,9.77,0.12,-0.84,0.25,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
82.28,-82.58,-70.07,0.14,-1.13,0.44,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
68.97,-67.14,-49.99,-0.09,-0.7,0.5,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
13.61,45.1,-31.8,-0.01,-1.05,0.47,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-18.43,164.12,-20.32,0.14,-0.74,0.28,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
22.09,2.38,13.31,0.24,-0.85,0.37,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
43.88,-79.04,8.3,0.26,-1.41,0.61,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-30.27,-74.83,50.48,-0.09,-0.87,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-54.87,12.82,47.61,0.17,-1.03,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-60.67,-39.49,-17.46,0.11,-0.88,0.18,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-25.82,78.43,25.02,0.05,-0.88,0.15,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
41.75,36.07,-1.1,0.33,-1.04,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
80.93,-157.04,-50.42,0.03,-0.8,0.64,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-39.25,206.73,-10.62,0.15,-0.76,0.27,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
22.52,-10.19,-26.79,0.22,-0.75,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
54.81,-108.4,-41.38,0.25,-1.46,0.62,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-12.88,-45.1,21.48,-0.09,-0.79,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-51.33,17.52,57.31,0.22,-1.11,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-58.53,18.31,24.54,0.01,-0.82,0.18,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-22.46,71.84,42.6,0.13,-0.9,0.22,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
36.68,-14.71,-20.39,0.16,-1.04,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
74.04,-65.98,-76.42,0.09,-0.78,0.56,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
18.98,-47.79,-35.4,-0.19,-1.05,0.41,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-22.64,176.82,-19.04,0.12,-0.83,0.32,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
4.76,46.63,1.34,0.26,-0.79,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
43.52,-70.92,-14.53,0.25,-1.27,0.52,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-6.71,-83.74,13.49,-0.06,-0.92,0.47,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-52.55,33.81,53.34,0.18,-1.08,0.37,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-61.65,-9.4,8.18,0.07,-0.85,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-23.32,46.63,38.33,0.11,-0.85,0.17,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
33.08,-1.95,-4.03,0.24,-1.05,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
68.18,-103.33,-49.44,0.01,-0.83,0.65,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
2.01,18.01,-20.94,-0.06,-0.93,0.36,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-26.49,158.14,-42.79,0.09,-0.81,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
15.44,53.22,-14.71,0.34,-0.84,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
36.01,-85.08,-8.54,0.09,-1.12,0.48,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-6.47,-50.42,20.87,0.05,-0.77,0.43,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-49.19,-24.96,53.47,0.08,-1.12,0.38,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-66.96,26.12,20.45,0.05,-0.89,0.24,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-33.81,61.65,49.87,0.1,-0.85,0.19,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
25.7,10.8,-8.36,0.22,-0.86,0.33,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
79.71,-105.53,-81.6,0.04,-0.98,0.66,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
18.62,-12.08,-26.43,-0.14,-1.03,0.39,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-34.91,161.07,-13.55,0.09,-0.77,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
7.08,83.13,-2.93,0.33,-0.79,0.35,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
38.88,-119.63,-17.64,0.11,-1.05,0.5,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
2.81,-24.54,-1.59,0,-1.04,0.55,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-37.11,-11.6,54.02,0.06,-0.81,0.34,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-52.8,-12.08,-6.77,0.18,-1.04,0.3,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
-45.04,33.57,21.3,-0.01,-0.83,0.21,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
3.05,87.65,64.09,0.22,-0.98,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
47.36,-73,-30.4,0.1,-1.14,0.42,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
44.01,-78.86,-24.48,-0.13,-0.56,0.47,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
0.37,52.55,-50.29,-0.02,-1.06,0.47,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
2.69,110.53,-20.63,0.26,-0.82,0.31,28/3/2022 9:17,,,,,,,,,,,,,,,,,,,
31.74,-48.89,-24.41,0.18,-0.8,0.43,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
16.91,-73.55,-24.54,0.08,-1.33,0.59,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-43.64,16.6,82.76,0.08,-0.87,0.33,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-61.34,-14.71,35.83,0.18,-1.1,0.31,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-43.95,16.48,33.63,0.07,-0.84,0.19,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
8.36,12.21,32.04,0.17,-0.87,0.26,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
60.12,-48.77,-53.89,0.13,-1.04,0.41,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
17.21,-21.36,-19.65,-0.05,-1.04,0.46,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-23.25,130.98,-15.87,0.07,-0.78,0.33,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
14.59,3.6,7.2,0.24,-0.8,0.38,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
31.01,-89.78,1.28,0.16,-1.33,0.53,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-14.1,-44.8,28.26,-0.04,-0.83,0.4,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-28.63,3.36,45.59,0.21,-1,0.34,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-45.78,-80.02,-15.08,0.1,-0.93,0.21,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-24.6,41.69,32.1,0.05,-0.83,0.18,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
41.08,-44.62,-11.17,0.23,-1.07,0.34,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
41.02,-99.98,0.85,-0.1,-0.64,0.66,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-7.63,-47.3,16.11,-0.03,-1.07,0.44,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-11.35,81.3,8.67,0.21,-0.76,0.28,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
36.56,-60.3,-19.59,0.14,-0.81,0.42,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
28.44,-84.78,-16.11,0.04,-1.25,0.59,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-17.27,-10.86,38.45,0.1,-0.84,0.39,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-28.02,-53.77,24.29,0.26,-1,0.31,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-56.27,-59.02,18.55,-0.02,-0.9,0.16,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-12.57,108.7,82.7,0.16,-0.91,0.15,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
49.74,-16.24,34.91,0.35,-0.95,0.16,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
100.22,-294.13,50.72,0.25,-1.28,0.48,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
5.74,-224.18,136.47,-0.59,-0.72,0.48,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-44.74,105.1,-79.28,0.36,-1.13,0.23,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-25.57,28.08,-23.19,0.04,-0.83,0.25,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
46.45,-54.26,1.53,0.33,-0.81,0.24,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
48.83,-157.9,67.08,0.01,-1.23,0.5,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-29.11,-33.08,73.49,0.01,-1.01,0.44,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-48.16,-7.26,35.77,0.11,-0.95,0.31,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-27.89,-25.15,10.13,0.18,-0.89,0.2,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
6.77,-52.43,-36.74,0.22,-0.92,0.18,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
41.26,-44.92,-12.27,0.18,-0.89,0.24,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
54.75,-75.38,40.47,0.23,-1.11,0.37,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
35.89,-152.71,85.33,0.03,-1.2,0.53,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-14.95,-103.88,65.92,-0.1,-0.84,0.49,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-55.54,2.93,-20.32,-0.04,-0.81,0.31,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-58.65,77.21,-47.06,0.01,-1.06,0.32,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-21.97,63.48,-1.1,0.12,-0.74,0.2,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
40.28,42.05,-35.16,0.09,-0.76,0.29,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
87.46,-49.93,-59.2,0.12,-0.96,0.54,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
65.25,27.16,-62.38,0.02,-1.35,0.65,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-14.83,34.91,-16.36,0.07,-0.83,0.48,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-48.22,-5.62,33.69,0.21,-1.03,0.36,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-71.11,-14.1,51.82,0.02,-1,0.24,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-52.55,76.66,101.07,0.08,-0.98,0.17,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
3.54,10.13,46.08,0.21,-0.86,0.28,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
65.37,-100.77,-47.18,0.04,-0.87,0.62,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
38.45,-11.78,-57.74,-0.14,-0.95,0.36,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-9.22,127.87,-82.76,0.04,-0.94,0.38,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
14.34,104.25,-34.61,0.24,-0.81,0.3,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
55.3,-72.57,-47.61,0.3,-1.09,0.47,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-11.66,-52.43,45.29,-0.12,-0.8,0.47,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-60.55,-3.85,84.11,0.14,-1.12,0.42,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-80.08,-4.64,28.32,0.05,-0.98,0.26,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-54.26,56.03,53.65,0.08,-0.94,0.2,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
1.53,3.11,8.36,0.14,-0.86,0.27,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
81.24,-26.31,-78.19,0.13,-0.74,0.51,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
53.1,-68.48,-59.51,-0.18,-1.11,0.5,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
8.79,145.45,-28.99,0.11,-0.82,0.32,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
21.24,49.19,-20.45,0.28,-0.82,0.42,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
19.9,-101.68,-5.13,0.1,-1.27,0.56,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-36.19,-1.04,60.3,0,-0.92,0.45,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-55.24,-28.32,64.33,0.2,-1.08,0.33,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-61.46,-47.49,9.89,0.04,-0.91,0.19,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-31.62,56.15,55.42,0.04,-0.9,0.17,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
25.57,8.3,7.14,0.22,-0.89,0.3,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
86,-107.06,-52.86,-0.01,-0.91,0.62,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
49.93,-17.27,-41.93,-0.1,-0.92,0.37,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-9.83,130.8,-70.86,0.03,-0.9,0.4,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
9.77,85.14,-10.62,0.27,-0.81,0.34,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
36.74,-74.04,-4.15,0.19,-0.91,0.43,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-1.95,-66.35,31.62,0.06,-1.08,0.5,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-45.47,-28.2,101.5,0.04,-1.03,0.38,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-67.69,-38.64,31.13,0.09,-1.02,0.29,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
-55.97,40.28,41.44,0.03,-0.82,0.19,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
1.53,65.49,14.65,0.16,-0.84,0.24,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
71.41,-59.14,-85.94,0.17,-1.1,0.41,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
18.74,47.97,-49.19,-0.01,-1.11,0.41,28/3/2022 9:18,,,,,,,,,,,,,,,,,,,
